likert,effectTime,didnotagree,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
1,11.909,,clear,,2016-03-11T20:30:58,pUbWOHTiRxuPLmDgoYCE,compression,"-35.4156,36.3639,17.8385,0.0301,0.9433",yes,dRifTIgbLJ8dZwhlWFvT,RLiPv7AAzXHRsYlcuGqF,5754258133614592,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",56,19.742,true,clear,/static/audio/guitar4.wav,standalone
3,45.398,"tinny,feedback,guitar,deeper,big,more,bass,none of the above","closed,distant,walled",reverberation,2016-03-12T06:53:01,CopO7e0n9PiplFyWbxZF,compression,"-73.0538,7.2792,5.0511,0.0039,0.9926",yes,vp0Mu99OU2l49Gkiwrlu,rt6862NwpdjExUXb6OX3,5755035120041984,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",114,12.466,true,"closed,distant,walled",/static/audio/drums4.wav,headphones
2,17.203,,clear,,2016-03-11T20:29:46,pUbWOHTiRxuPLmDgoYCE,compression,"-69.6172,33.5588,1.6094,0.0053,0.2490",yes,dRifTIgbLJ8dZwhlWFvT,RLiPv7AAzXHRsYlcuGqF,5757334940811264,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",197,19.525,true,clear,/static/audio/vocals2.wav,standalone
3,28.114,,"louder,echoing,spacious,big-room,multi-dimensional",,2016-03-11T20:46:30,Qo29pBviWsxsqXDHmkRF,compression,"-38.2641,11.6185,2.8013,0.0066,0.1197",yes,K9uUaz9WQdLY2BFpnorQ,NjmO38Fb5NvG3mSo0hDK,5757715179634688,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",143,12.077,true,"louder,echoing,spacious,big-room,mufti-dimensional",/static/audio/drums4.wav,headphones
4,213.56,"pulsating,deep,gravely,statics,ugly,warily,none of the above","plan,decision ,action,process,judgment,vengenance","unpleasant,defective,distorted",2016-04-08T17:52:10,o7UendPtqUpF4Uc9r9iR,compression,"-96.7101,34.2473,18.9895,0.0100,0.0036",yes,OL77XAijNcnxQBvcyDCj,KqUxRcXRczeRcyxox9jm,5762529972191232,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",16,45.039,true,"plan,decision,action,process,augment,vengeance",/static/audio/drums4.wav,headphones
3,11.495,,rocking,,2016-02-17T09:44:28,Rx65W2to8oP4gBRMBwCW,compression,"-90.1969,33.4088,16.7521,0.0370,0.9240",yes,cAkbZeToC4GKsZpilvVV,eLRqo6EGyFzMTNluXRTg,5762637883244544,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",141,29.258,true,rocking,/static/audio/drums4.wav,headphones
0,31.938,"embracing,none of the above","no-different,similar","no-change,non-effective,nothing",2016-04-08T17:56:05,XsKwvgfio9z2r7cLBRXP,compression,"-39.4021,36.4078,1.6762,0.0459,0.4995",yes,sHZAtU3gfnXXfABdpOei,CO3DOLe6E2BMteMCwP9r,5763263606292480,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",61,15.066,true,"no-different,similar",/static/audio/vocals2.wav,standalone
3,39.007,,"bigger,louder",,2016-03-11T20:31:59,NIz1Zn4C2KWJrZUXG1h8,compression,"-97.1424,35.7779,9.7332,0.0443,0.3212",yes,PsCxO0WwALDq1GjgXgqE,ZBtyHSCppyUhiozhB99b,5765606242516992,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",229,45.435,true,"bigger,louder",/static/audio/vocals2.wav,standalone
3,153.502,"melody,superb,amplified,happy,intense,none of the above","softening,lenitive","friendly,warm,nice",2016-04-08T23:35:12,0tcrF5Oj7VyltKptQbpW,compression,"-99.2404,10.2714,4.3781,0.0024,0.9429",yes,sCnnlDmzXYJFpRObVT6p,OkMNH1RBVosdu96vcnES,5766974458036224,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",12,17.824,true,"softening,lenitive",/static/audio/drums4.wav,standalone
2,44.189,,"sharpened,enhanced,crisper",,2016-02-17T06:25:00,xMXg64DJ4GYoRKs4UP3O,compression,"-56.8944,14.4012,14.3008,0.0495,0.0130",yes,bOelJjxhI1dJeykqR85S,QuI0ySMjclV1IhemaftC,5767281011326976,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",242,21.495,true,"sharpened,enhanced,crisper",/static/audio/guitar4.wav,headphones
1,17.133,"static,energetic,happy,harsh,movements,too-crunchy,not-soft,bad",hollow,none of the above,2016-04-08T18:29:34,6PaoYiZ3yvhFMQ9YfODa,compression,"-87.3535,0.7445,11.4654,0.0421,0.0341",yes,vIHiiMYSk7D5BaNeytdg,z7nVfEogdirU1FgUfvMw,5770389762342912,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",102,22.181,true,hollow,/static/audio/vocals2.wav,headphones
1,18.006,"constricted,tinny,spacious,loud,echoes,melody",echo,none of the above,2016-04-08T19:39:14,bFseYIM3yRVhQataUUrC,compression,"-61.1516,35.9146,1.8375,0.0206,0.8968",yes,4tNEX5uF1P3EsRxlwPkw,TK4XEmbyRSIVHiTOEkyT,5771716101931008,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",227,13.235,true,echo,/static/audio/drums4.wav,headphones
1,17.604,,louder,,2016-03-11T21:03:37,F1fA9X71xkpVrh0bFITQ,compression,"-37.1637,7.7298,1.9623,0.0288,0.0984",yes,6aTodWDZUuOYwirpgFTb,H8Nk0jhaGl0JylE2eE0G,5772121171034112,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",176,17.909,true,louder,/static/audio/vocals2.wav,headphones
1,3.432,,"tinny,constricted",,2016-03-11T21:34:49,ZLmXdvStwg8C5HRlPoXC,compression,"-61.1516,35.9146,1.8375,0.0206,0.8968",yes,WU5vHlieS4YgRVFQVgm4,6f9tCX1HqLOJq4i4Fzcc,5773646421295104,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",227,26.407,true,"tinny,constricted",/static/audio/drums4.wav,headphones
2,2.258,"louder,sweet-voice,none of the above","warm,twangy",strong,2016-04-08T18:06:30,ebRTnmDQ00VF3wZq8jqJ,compression,"-41.8129,24.4123,18.8115,0.0026,0.7852",yes,xIRdYaBIwbwdzKc0Vom6,F2qTMBTdkjf69C30ukiC,5779567973236736,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",162,83.819,true,"warm,twangy",/static/audio/guitar4.wav,laptop/tablet/cellphone
3,19.815,none of the above,quiet,muffled,2016-03-11T23:16:48,T4AtMyszC0ftN1u4mcbe,compression,"-92.7790,2.8821,14.8404,0.0455,0.0991",yes,fN3N86splyWLEiZg72sY,ZMlBgFjjP3vH4bwHrvbv,5780012368134144,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",55,18.607,true,quiet,/static/audio/drums4.wav,standalone
0,25.412,"pleasing,echo,none of the above",hard,revers,2016-03-12T06:54:37,mnBtWiJxmQjrYcpDF5zy,compression,"-98.7126,24.2384,1.9474,0.0108,0.6534",yes,fWMQmWPj1VrVvQf2KJdp,BdcIfJVouTAPVuDUQDh2,5783723219877888,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",201,10.104,true,hard,/static/audio/drums4.wav,headphones
3,16.867,,"messy,real,in-studio,close",,2016-03-11T21:25:54,7xNSuGVLH6ZPx2mpPgS4,compression,"-82.5497,37.0995,9.3436,0.0038,0.1328",yes,tRQFIdUTs8RTwhKhu40t,kxWbU6gPxMLvONRnGtY7,5786521927942144,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",188,14.859,true,"messy,real,in-studio,close",/static/audio/vocals2.wav,headphones
1,9.409,"loud,metallic,echoes,obtrusive,pleasant",barely-softer,none of the above,2016-04-08T18:43:50,rTlh2x0027ZnXGkD3ocp,compression,"-95.8590,1.2769,16.5203,0.0171,0.9798",yes,R1oLpSul3oKmhFEX1Qfx,ljXbmVvV0JGGkgr2Dxvg,5788386212184064,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",15,61.949,true,barely-softer,/static/audio/guitar4.wav,headphones
1,64.84,"background-noise,echo,ringing,colicky,sharp,none of the above","depth-added,mellowing",subdued,2016-04-08T23:05:24,Edu5eQXaObyzUP3UlKuY,compression,"-93.4099,36.4075,1.7965,0.0317,0.5965",yes,baLEq7M5soXhY5ZEQVMN,uxCbzV4NPnfKuovwwOfu,5790259354796032,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",177,86.944,true,"depth-added,mellowing",/static/audio/vocals2.wav,standalone
3,16.302,"close,voice-modulation,personal,sweet,none of the above",echoing,presence,2016-04-08T19:35:32,bFseYIM3yRVhQataUUrC,compression,"-71.0096,36.0423,5.3599,0.0498,0.0047",yes,4tNEX5uF1P3EsRxlwPkw,TK4XEmbyRSIVHiTOEkyT,5791861914468352,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",42,50.643,true,echoing,/static/audio/vocals2.wav,headphones
2,19.573,"muffled,quiet","jazzy,melody",none of the above,2016-04-08T18:31:08,9w0BMv027Pq2NeFxWn7m,compression,"-92.7790,2.8821,14.8404,0.0455,0.0991",yes,s5VFY38CHSbgpYvOqc0K,GW7S0H70eJQl0sLDgr05,5793121145192448,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",55,167.187,true,"jazzy,melody",/static/audio/guitar4.wav,headphones
3,55.399,"mellow,jazzy,revers,toned-down,rhythmic,none of the above","energized,catchy",crisp,2016-03-12T01:57:19,fq3vMKDi3er8IAR8P5TN,compression,"-28.3341,1.9495,5.5940,0.0105,0.1577",yes,2Hy5eoV32AWs1SjHRly5,jHaTpkoxmsSnTEbEZD5F,5793523798376448,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",65,14.552,true,"energies,catchy",/static/audio/vocals2.wav,headphones
3,3.437,"muffled,compressed,weak,tempered,cut,none of the above","""rocking"",""melodious""",distinct,2016-03-12T07:04:22,EXncTbxb7yXEcGEAKDNk,compression,"-94.3436,24.5896,3.5087,0.0496,0.9425",yes,RoAzQE9Po60ki4UEPJ16,GYs2B4XvppZ5m1SUTEvl,5796901790154752,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",22,56.931,true,"rocking,melodious",/static/audio/drums4.wav,laptop/tablet/cellphone
4,21.259,"enveloping,warm,white-noise,snowy,distortion,full,none of the above","hit beat,sound good",big,2016-04-08T18:15:29,F9mR6qURUUZtnyZOSrZS,compression,"-90.1521,36.6998,7.3351,0.0007,0.9251",yes,QZxbxfxfII34wV1NxCM2,vUhrFgy2wv2LBod415BU,5798119950254080,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HM NOTE 1LTEW Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.0.1",26,47.515,true,,/static/audio/drums4.wav,headphones
4,160.009,"abrasive,metallic,shriller,distorted,harsh,yelling,sharp,sharper,none of the above",pronounced,stronger,2016-04-08T19:12:58,OCoOi0q0s3e5m0bgS6An,compression,"-79.7282,7.9289,18.1980,0.0384,0.0454",yes,HeIePIrnlnw2nPL6dC6F,L4qMrpnOEs9EUY9TwxwQ,5799856190783488,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",179,27.603,true,pronounced,/static/audio/vocals2.wav,standalone
4,66.565,,"buzzy,static,raw,level-less",,2016-03-12T00:56:10,dMU0GFSOkdbLGIsocigj,compression,"-82.7714,0.0520,9.3110,0.0048,0.7048",yes,MdBsQgV6F4zCF0hRPoJT,VvPmiwvoHPgeT5mGGJXc,5803280621895680,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",221,15.326,true,"buzzy,static,raw,level-less",/static/audio/vocals2.wav,headphones
2,29.637,"distant,background-noise,open,hollow,far","closer,clearer",none of the above,2016-04-08T18:09:55,ae8yCyouuNRTVQjgPIao,compression,"-97.2316,39.2362,5.5195,0.0163,0.9043",yes,kUacoBlXcOi6ad1p2ADo,0BrwygD6A86rI7g3wLiZ,5804735810502656,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",44,14.114,true,"closer,clearer",/static/audio/guitar4.wav,headphones
3,1.855,none of the above,louder,indifferent,2016-03-12T01:15:54,M1D0eCfreUX4IEMYqEOx,compression,"-44.6403,37.4854,3.3533,0.0466,0.0039",yes,dM0cfMKeT2AUnoOUAgON,PIcNOWGPDZMmO0W5Njrn,5805640169553920,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",11,43.484,true,louder,/static/audio/vocals2.wav,headphones
2,76.146,"warm,none of the above","inward,clearer",spacious,2016-03-12T00:54:43,dMU0GFSOkdbLGIsocigj,compression,"-80.7349,39.5658,2.7132,0.0322,0.8320",yes,MdBsQgV6F4zCF0hRPoJT,VvPmiwvoHPgeT5mGGJXc,5806820748689408,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",134,116.338,true,"inward,clearer",/static/audio/vocals2.wav,headphones
3,28.594,,"pipey,metallic",,2016-03-11T21:36:29,ZLmXdvStwg8C5HRlPoXC,compression,"-88.6847,1.1997,19.3059,0.0431,0.0522",yes,WU5vHlieS4YgRVFQVgm4,6f9tCX1HqLOJq4i4Fzcc,5808645572919296,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",10,24.992,true,"pipe,metallic",/static/audio/vocals2.wav,headphones
1,137.996,"echo,stadium-like,energetic,upbeat,reverberation,bass,none of the above","squelched,smoothing","crisp,clear",2016-04-08T23:11:01,Edu5eQXaObyzUP3UlKuY,compression,"-35.4156,36.3639,17.8385,0.0301,0.9433",yes,baLEq7M5soXhY5ZEQVMN,uxCbzV4NPnfKuovwwOfu,5809491144605696,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",56,42.541,true,"squelched,smoothing",/static/audio/guitar4.wav,standalone
0,40.031,"inaudible,none of the above","nice,clear",non-existent,2016-03-11T22:40:58,J6y79c9QC0Ivrv4E1XT9,compression,"-26.8851,33.0580,19.8735,0.0166,0.1362",yes,I1fIgTYVgsY6KqYxPiQm,yZtkFA1ZhJpRlTkGt9Tl,5812568757108736,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",30,16.708,true,"nice,clear",/static/audio/vocals2.wav,headphones
2,10.039,,dull,,2016-03-11T20:50:12,MCfHpbqTbxD0td2XOkJk,compression,"-87.3122,30.8382,2.1216,0.0496,0.4542",yes,kgul2Sxad0sS6tSW4IzZ,fzcI2K0BdGFov2mApDHE,5816005267816448,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",120,10.978,true,dull,/static/audio/drums4.wav,headphones
0,15.631,"nonexistent,fun,beat,subtle,none of the above",attention-grabbing,none,2016-04-08T18:10:05,V9R1E0YopiMn6WAwuuuM,compression,"-95.7717,34.5547,1.1074,0.0178,0.1522",yes,rwxkt3gSDIiEymg0sRUG,fRQW1SCQDDw9fe50hGWy,5817567562170368,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",50,18.698,true,attention-grabbing,/static/audio/drums4.wav,headphones
1,37.335,"bold,inside,harmony,resounds,thick,closed,none of the above",louder,"full,full-bodied",2016-04-08T20:40:30,drY0xKV3YUKjL9U4Edcc,compression,"-73.6837,20.1512,3.8851,0.0007,0.9707",yes,OEKQIlSDbAJlMn9YNglV,djgW5MuWo3V5tUcIZulW,5818488966873088,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",126,15.658,true,louder,/static/audio/vocals2.wav,headphones
4,15.406,space,"tinnitus-ringing-off,white-noise-off,high-quality-on",none of the above,2016-03-12T00:13:40,sAhfbeiSHwcPlwUMUqJv,compression,"-74.1624,32.1186,19.6529,0.0059,0.0654",yes,j6uc7gpmnAoOdtu2Dorx,CixqNuNz8OOMehK7Y2ro,5819438557298688,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",67,15.687,true,"tinnitus-ringing-off,white-noise-off,high-quality-on",/static/audio/vocals2.wav,headphones
2,30.927,"feedback,unclear,echos,interesting,slippy,revers,none of the above",cool,slimy,2016-03-12T06:53:02,mnBtWiJxmQjrYcpDF5zy,compression,"-99.7101,17.2689,14.3162,0.0480,0.1495",yes,fWMQmWPj1VrVvQf2KJdp,BdcIfJVouTAPVuDUQDh2,5822824602140672,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",131,14.314,true,cool,/static/audio/guitar4.wav,headphones
1,76.582,"muffled,distant,spacious,disrupted,quiet,none of the above","electric,quiet,static,buzz","electronic,static,warped",2016-04-08T19:25:18,ITk4Q3BVks5GsIOls1MV,compression,"-77.1355,0.1832,14.8436,0.0405,0.1042",yes,LKIBWBr8XeVz5qJkDypt,aRquMGI0rFjzaLA0Y94L,5823485221797888,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",174,68.541,true,"electric,quiet,static,buzz",/static/audio/vocals2.wav,headphones
0,15.171,big-church,"jazzy,bold,blaring,daring",none of the above,2016-03-11T23:08:44,sZI2XyRJyeCzv60bGdmd,compression,"-96.8130,36.4228,7.7356,0.0187,0.1202",yes,O9Sc5NnwR1t5lQ8iZm1c,kcajly7nIGV7I5wsrIl3,5825403864219648,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",214,14.604,true,"jazzy,bold,blaring,daring",/static/audio/vocals2.wav,headphones
4,35.614,"buzzing,none of the above","enclosed,far-away,muted,dulled",fuzz,2016-03-11T23:39:41,RG7XIl9GhVzMoMaXRUHJ,compression,"-86.1043,7.2247,5.7300,0.0201,0.6894",yes,mEh3FvZIfxj2TXYzuMBv,HZ0pwKXYxMUzgxqB7oYK,5829162363256832,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",0,11.641,true,"enclosed,far-away,muted,dulled",/static/audio/drums4.wav,headphones
2,15.734,"soft,muffled,distorted,washed-out,none of the above","full,robust,resonating",altered,2016-03-12T02:00:33,UNpJhDGrvXHNXRjE99RZ,compression,"-99.7752,0.2334,15.1051,0.0147,0.4757",yes,xEtByuGAzpUAiHeQqHMH,3aBWDboJSSjhCtAZqKnN,5836609568112640,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",154,18.698,true,"full,robust,resonating",/static/audio/drums4.wav,standalone
2,23.827,"smoother,muffled,distorted,empty,smashed,eerie,none of the above","big,open,space",echo,2016-04-08T18:35:49,abqF4RZSNLsG5YUE8llw,compression,"-84.6400,14.1782,5.5007,0.0011,0.0519",yes,8YZR74GPNmB4erKuqvIh,QX3kKOGQB7US0SAeIwZw,5837343202213888,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2703.0 Safari/537.36",136,14.705,true,"big,open,space",/static/audio/drums4.wav,headphones
2,27.221,,"muted,soft,distant,obstructed",,2016-03-11T21:13:57,hPGRrNMr9Se6Cr0It3HL,compression,"-82.2629,35.6371,9.1502,0.0481,0.8298",yes,mQZVbAwyFL3wDgtspK6X,0RbWqB0ZqhZKTAZS7AuO,5841979082539008,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",194,36.967,true,"muted,soft,distant,obstructed",/static/audio/drums4.wav,headphones
2,9.471,none of the above,"louder,strong",sweet-voice,2016-03-11T22:57:57,qdYqjo25fM3Hk2PASSWG,compression,"-41.8129,24.4123,18.8115,0.0026,0.7852",yes,mY9YcP7FNw0O2Oo8ZLru,57yBaF626Cl5ophyeVyH,5846901383495680,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",162,29.555,true,"louder,strong",/static/audio/vocals2.wav,headphones
4,12.009,,mutilated,,2016-03-11T21:27:05,rY2HSKSecs8aNOua4pDo,compression,"-98.4811,32.0149,12.6905,0.0034,0.0293",yes,x4VjiCirZZCjSrtluMMO,pwEL919Iv7pTrEiQuB5u,5847540796751872,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",39,11.716,true,mutilated,/static/audio/drums4.wav,headphones
0,36.504,"friendly,louder,calming,clearer,sharp,bold,happy,none of the above",clearer,no-effect,2016-04-08T19:27:48,TeHtyDICwZCETHiRJP2E,compression,"-36.6064,37.8492,15.3989,0.0291,0.0113",yes,XggFq0WSupIg7V2aJUsq,dtZJUghJ2ZrwQ58eRZOi,5848269599014912,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",94,27.733,true,clearer,/static/audio/drums4.wav,standalone
4,78.171,"warily,decision,augment,deep,pulsating,plan,defective,gravely,process,vengeance,action,none of the above","annoying,static,old,interference,bad","unpleasant,distorted,statics,ugly",2016-04-08T19:18:35,zin9T5Qr4eHd9G37hApP,compression,"-96.7101,34.2473,18.9895,0.0100,0.0036",yes,KDMe8FzdmxuO9whJdWNC,qW7Q1tvb85IQnQquhxXd,5848386368438272,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",16,19.724,true,"annoying,static,old,interference,bad",/static/audio/guitar4.wav,headphones
2,23.013,"happy,lively,none of the above",full,pronounced,2016-03-11T23:13:55,T4AtMyszC0ftN1u4mcbe,compression,"-42.1715,34.2885,4.0375,0.0431,0.8306",yes,fN3N86splyWLEiZg72sY,ZMlBgFjjP3vH4bwHrvbv,5851736711364608,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",183,22.814,true,full,/static/audio/drums4.wav,standalone
3,14.396,"underwater,muffled,just,a,bit,spooky,effect,was,sound,when,on,it,the,none of the above","superb,good","underground,turned",2016-04-08T20:18:23,sEyza7K5nyO9VyObkf3T,compression,"-76.2787,38.1641,19.6579,0.0314,0.0887",yes,FShOaJwmARnQnVPVPUnb,s1uhovQMVBgUMYZ6EgJr,5857384190705664,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",82,13.986,true,"superb,good",/static/audio/guitar4.wav,headphones
1,38.659,"background-noise,quieter","tin,can,disjointed",none of the above,2016-03-11T21:48:04,j1xg7wdtH8VO1xPbS6m8,compression,"-90.9740,22.4822,17.5551,0.0386,0.0459",yes,vvcb0Q03xFiYNUKMoGM1,uGHTEe8StRsLNedVxI64,5858008974229504,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",210,17.164,true,"tin,can,disjointed",/static/audio/vocals2.wav,headphones
2,40.857,"quiet,bright,none of the above","clear,professional,gentle","classic-melody,tender,soft,sharp",2016-04-09T05:08:15,tj6cbJdMWg7fM4dqAXbA,compression,"-92.9731,6.2598,3.7291,0.0410,0.2590",yes,zExiT5c3eqV06ayuVoEB,LeHNsDyOfUWb3uohiYkX,5858754956361728,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",196,137.619,true,"clear,professional,gentle",/static/audio/vocals2.wav,headphones
2,68.482,"realistic,no-change,same,female,none of the above","nice,happy,warm","warm,clean",2016-04-08T20:13:18,o7UendPtqUpF4Uc9r9iR,compression,"-27.1506,23.9547,5.4341,0.0330,0.0114",yes,OL77XAijNcnxQBvcyDCj,PxObuE3ZPycozgJeW3Xx,5859975532380160,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",193,15.421,true,"nice,happy,warm",/static/audio/guitar4.wav,headphones
2,9.404,"muted,warm,slow,low,quality","louder,brassy",none of the above,2016-04-08T18:44:50,rTlh2x0027ZnXGkD3ocp,compression,"-83.6033,13.0736,19.9961,0.0455,0.0483",yes,R1oLpSul3oKmhFEX1Qfx,ljXbmVvV0JGGkgr2Dxvg,5863205079351296,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",48,42.147,true,"louder,brassy",/static/audio/guitar4.wav,headphones
