likert,effectTime,didnotagree,language,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
4,47.24,"cheaper,many,upbeat,wider,cataclysm,far,dramatic,louder,military,militant,warm,muffled,church,harmony,and",English,"bold,energy",none of the above,2014-05-14T03:48:49,UBiIU0SOCnzrc7bIh9uZ,reverb,"0.0529,0.7400,-0.0108,10860.0000,1.4053",yes,A3kRZQmpApVVHKNJWFHp,Md6RRt5xz3LySo6Qi1bc,4521450048323584,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",49,29.564,true,"bold,energy",/static/audio/drums.mp3,headphones
3,25.419,"unclear,horror,inspirational,drums,relaxing,twangy,echo,good,deeper,medieval,classic,pulse,none of the above",English,"loud,hall,orchestra,nice,chill","big,intense,very-big-hall",2014-05-13T23:35:50,iCLt8QWJEHKNR0aqhBPu,reverb,"0.0549,0.9300,-0.0092,3462.0000,1.2769",yes,nOcC7MhOjtR9EBkGTgRt,cF4Bx5soutw1lDtIDTGv,4521500245753856,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",226,24.177,true,"loud,hall,orchestra,nice,chill",/static/audio/guitar.mp3,headphones
2,227.592,"stage,light,bright,interesting,fast,far,mood-lifting,not-overwhelming,room-filling,tin,hall,timing,inside,grating,none of the above",English,alley,tingly,2014-03-24T13:39:57,LtqFDW5GJfvyi9Qc9NR9,reverb,"0.0219,0.7600,-0.0043,9379.0000,3.1480",yes,VnEAJMr9MZtAvvDoKVFW,SH2jYM4OnuIkLHpK1I6P,4521708283232256,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",239,17.165,true,alley,/static/audio/piano.mp3,headphones
2,30.769,,English,"haunted,echo",,2014-03-17T22:08:06,NkCbiWhDpdH6PSW7Elwc,reverb,"0.0408,0.5300,0.0020,440.0000,12.6760",yes,B7JBZVGxf5B2LYpYfZyM,86xs0jbbp93B50G0nZfn,4522413731610624,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",14,17.745,true,"haunted,echo",/static/audio/drums.mp3,headphones
4,33.103,"warmer,fancier,short,cool-band,sub-bass,vibrating,higher,chorus,convolution,amplified,sine-wave sweeps,none of the above",English,"nosferatu,silent-film-era,eerie,depressing,meloncholy,sad,droning,emotional","dampened,full,deeper,double-tracked",2014-03-18T16:21:01,pTzFC2YTTEVjlWWDLqL8,reverb,"0.0168,0.0100,0.0047,3478.0000,2051.5000",yes,lNQWkQ6RTe71UsyxE6uv,EP5oH7N04FpB1hIWDlfM,4522821753503744,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",194,36.307,true,"nosferatu,silent-film-era,eerie,depressing,melancholy,sad,droning,emotional",/static/audio/piano.mp3,headphones
4,30.566,"distorting,bad,large-church,ancient,vibrating,louder,lonely,ringing,spacious,none of the above",English,"distorted,mess","irritating,muddled,harsh,overlapping,ear-piercing,over-echo",2014-03-23T02:18:55,PAUEJ9Y98m4FSQ89dXXg,reverb,"0.0269,0.9700,0.0020,11752.0000,0.6775",yes,484MaywiFL4lWmRD5GrQ,4DLyzZ8HHMCiNCTX6fc3,4522893694205952,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",27,12.175,true,"distorted,mess",/static/audio/guitar.mp3,headphones
4,128.169,"indistinct,low,low-tone,arrogate,majestic,organ-like,jittery,harmonious,none of the above",English,"splashy,heightened,thunderoud,dramatic","nosier,deep,big,cavernous,haunting,echoes,vast",2014-03-19T20:56:58,1kVrMOm2qPn3dQk0NbNW,reverb,"0.0900,0.9000,-0.0096,8073.0000,14.4310",yes,8pDhWbBlpLP8SOHoz9mS,AoaJUk5kMhYb2u815waU,4523191120691200,"Mozilla/5.0 (X11; CrOS x86_64 5116.88.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.124 Safari/537.36",183,17.942,true,"splashy,heightened,thunderous,dramatic",/static/audio/drums.mp3,headphones
3,44.798,"spacious,contaminated,funeral,unclear,warm,inviting,open,bad,distant,loving,happy,none of the above",English,"reflective,drum-beat","loud,bells,droning,echos",2014-05-13T09:43:28,EuuU1JDo0C7kpiO3tnhB,reverb,"0.0310,0.9600,-0.0071,8930.0000,9.9908",yes,lqkj5EXYwj7AARxRhdoG,Ni88yWIf3AIX9vOm13mN,4523547066105856,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",108,10.991,true,"reflective,drum-beat",/static/audio/guitar.mp3,laptop/tablet/cellphone
3,16.256,"celestial,distant,far-off,soothing,calm,powerful,encapsulated,spacious,inside,church-like,antique,silent,none of the above",English,"warm,echo","happy,good,loud",2014-03-24T18:59:42,pNlFPM7YGvrdOKhKUNT2,reverb,"0.0350,0.7900,-0.0085,434.0000,6.2107",yes,ZGCVETZmyArPB9rapMI3,soewCzlyD5I9d7jWDjwD,4523563709104128,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",231,31.39,true,"warm,echo",/static/audio/piano.mp3,standalone
4,14.894,"in-tune,depth,nice,warm,inviting,touching,charming",English,"overdone,loud,boomy",none of the above,2014-03-17T23:22:19,1U80FAnHGFN9pDonk3Lf,reverb,"0.0188,0.9800,-0.0085,12314.0000,0.3505",yes,RbTwxsrAHUsD19U5g3Ng,vJmHUjp1dLTdrcIVEUy6,4524118833627136,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",41,15.435,true,"overdone,loud,boomy",/static/audio/drums.mp3,standalone
1,80.566,"more-ringing,church,far,wide,room,dry-love,distant,low-fidelity,organism,solid,live,none of the above",English,"loud,close,annoying,slight-change,bad,near","loud,near,steady,close",2014-03-19T03:19:51,qdRJoGVYeUsmbufYxYq4,reverb,"0.0249,0.6200,0.0092,3759.0000,72.5290",yes,RKa3m5xpLZhDdcjbERYQ,8aHXaldGN2tdZu7n8s1I,4524677179375616,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",173,22.054,true,"loud,close,annoying,slight-change,bad,near",/static/audio/guitar.mp3,headphones
1,271.593,"orchestra,haunting,church-practice,small-church,organ,lively,medium,warm-up,exciting,instrumental,none of the above",English,"echo,longer,smother,legato","good,pleasing,sweet,no-people,relaxing",2014-03-20T18:48:45,7emi4q114pL6ooilcUoc,reverb,"0.0310,0.6900,-0.0100,16286.0000,33.4670",yes,7F74j3WGarJoOdijfEtI,ckOFXlz6xTZdTfhfVrrv,4525046546563072,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",153,22.282,true,"echo,longer,smother,legato",/static/audio/guitar.mp3,headphones
3,24.432,"faint,strong,filling,light,more-ringing,far,distant,cheap,bell-tones,frazzled,haunted,open,damp,warm,none of the above",English,echo,echo,2014-05-13T13:48:54,N9ckZeU3tl5VjfDc9WlC,reverb,"0.0408,0.5300,0.0020,440.0000,12.6760",yes,uPaIGV5HD8bDGWCQHwIu,mITvKDO2H8kxjLfbzrjP,4525417255927808,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",14,25.405,true,echo,/static/audio/drums.mp3,standalone
4,29.162,"high-quality,low,warm,distant,deeper,ominous,sound-stage,gray,fear-inspiring,different,softer,deep,none of the above",English,"sharp,tinny,echo","church,echoing,high",2014-03-23T06:09:16,Kja8T7nvAGll3zuWA1DS,reverb,"0.0188,0.8700,-0.0083,22050.0000,3.1200",yes,CR01hRaSuhKPugIrTuIx,8b9ECWVLHNtuDfCz6mmS,4525470674583552,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",218,15.756,true,"sharp,tinny,echo",/static/audio/drums.mp3,headphones
2,48.669,"deep,big,suspenseful,metallic,dramatic,longer,treble,distant,open,unclear,base,pianos,none of the above",English,"small-room,happy,joyous","happy,far-away,grand",2014-03-24T17:25:53,CoXyi0ZHcFCQJgM8iEkK,reverb,"0.0238,0.8100,-0.0081,1414.0000,3.2674",yes,7z56xv8wh4iiqSxYSiF5,qVr2ctlVR6JXYPLZVfE9,4526243768696832,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",168,13.564,true,"small-room,happy,joyous",/static/audio/guitar.mp3,headphones
4,22.896,"fearful,strange,vocal,watery,softer,echos,high,fine,far-away,none of the above",English,horrible-distortion,"unclear,incoherent,hollow,bad,creepy,mechanical",2014-05-14T03:46:42,JuW5zFg4PjpznGV9vedR,reverb,"0.0119,0.9800,0.0042,788.0000,1.0922",yes,Yd7eeAY2yhUn33waQZUo,xAr9M8YaDhVyhyLb9ZeO,4526396508471296,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",185,17.765,true,horrible-distortion,/static/audio/drums.mp3,standalone
4,45.134,"drum-beat,band-like,small-space,hollow,cast,warm,suspense,shredded,flowery,sporty,louder,gym-locker,none of the above",English,"mysterious,far-away","distorted,bouncing,echo",2014-03-23T03:18:13,C4VwSbF76WqdyvJWTdSk,reverb,"0.0708,0.7000,-0.0092,763.0000,88.4670",yes,gFnD5MsUd95XLYXCS0pP,8BHUlZqk3QgC4vjAnSyk,4526913783595008,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",95,33.525,true,"mysterious,far-away",/static/audio/piano.mp3,headphones
4,56.688,"small-room,warm,sonorous,dark,smooth,big-band,close,gloomy,metallic,light,shadowy,foreboding,jazzy,none of the above",English,"elegant,slow-dance,sophsicated","fun,ringing",2014-03-18T19:18:32,gQTLvuaZVtfTIlhhpHh3,reverb,"0.0129,0.8300,-0.0073,18463.0000,19.2390",yes,RLRnnjebHVpfXyhy8Jep,PZ3ifL6aZYASGxlk4qAj,4527357238968320,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",115,11.013,true,"elegant,slow-dance,sophisticated",/static/audio/guitar.mp3,headphones
4,48.737,"rounds,pleasant,loud,spacious,louder,bolder,warm,full,revers,indie,low-revers,none of the above",English,"overpowering,rumbling,deep","bass,bass-ambience,echo",2014-03-18T04:09:20,CxdzDL2WNwvq5VZgVSph,reverb,"0.0879,0.9000,-0.0112,95.0000,147.0100",yes,SW2LZ1tx0Tp8nVeXpld1,rsYFT5Nu8tiQJYONMoDe,4527567692365824,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",122,22.753,true,"overpowering,rumbling,deep",/static/audio/drums.mp3,headphones
4,54.703,"melodious,muddling,harmonious,warm,none of the above",English,"muffled,clipped,bass,echo","resounding,dull,soulful,deep",2014-03-18T01:00:35,6dWNytwFuZZFTLsflznP,reverb,"0.0329,0.9600,-0.0061,82.0000,7.5282",yes,hMfRtlVdtWvvY1btrQGH,vR0VK630KP0ISA99wHQ9,4527829685370880,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",212,18.734,true,"muffled,clipped,bass,echo",/static/audio/piano.mp3,standalone
4,32.483,"low,organic,auditorium,rattling,distant,calm,on,cool,serene,none of the above",English,"organ,pipe,muted,deadened,midi,wavy,ominous","pipe-organ,damp,sad,muffled,no-clarity,underwater",2014-05-13T12:29:45,LnrVqNEQgzFHE6V6fzJ0,reverb,"0.0230,0.9700,-0.0075,352.0000,3.5568",yes,GsL3dTeyv32FChMU3BjU,RJG3OaQKCXnkRgMqPnjN,4528491915640832,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",87,81.057,true,"organ,pipe,muted,deadened,midi,wavy,ominous",/static/audio/piano.mp3,headphones
4,23.277,"treble,noisy,behind-door,change,suspenseful,weird,echoing,muffled,far-away,big,awful,terrible,none of the above",English,happy,"pleasant,open,grand",2014-03-18T11:39:10,gEmc7GqUpLhQ7KE8mp4Q,reverb,"0.0238,0.8100,-0.0081,1414.0000,3.2674",yes,Cf2cnwtB4i2Lajp3qn8i,0BS2WrdrTN58QLfTt9ig,4528645729157120,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",168,11.29,true,happy,/static/audio/guitar.mp3,headphones
1,17.874,"peaceful,guitar,been,higher,far,drum,soft,droned,has,roomy,piercing,electric,calm,muted,none of the above",English,energetic,lively,2014-03-22T05:45:16,TNJeA0JUoZ0AYtrX6a6p,reverb,"0.0340,0.6100,0.0014,2479.0000,8.5641",yes,Ru57z0IGJjwghYBTsoBh,MEfP1V34lnD7r5Du88aV,4529156830265344,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",151,33.767,true,energetic,/static/audio/drums.mp3,laptop/tablet/cellphone
3,73.632,"lifeless,calm,smooth,indie-movie,intense,monotone,inner,concealed,enhances-effect,funeral,reflective,none of the above",English,romantic,"relaxing,happy,nice,love-couple",2014-03-23T17:00:19,fu6gTErKb9R0Io7pV47j,reverb,"0.0159,0.6100,-0.0011,872.0000,7.9036",yes,VzXs4qIs9Nt7Ag5VZC7H,ywOq6ukqtFAuRM7s8KIP,4529181526327296,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",219,34.179,true,romantic,/static/audio/piano.mp3,headphones
3,32.161,"hanger,mottled,overloading,dramatic,gong-like,harpsichord,continuous,brighter,hollow,delicate,open,harsh,none of the above",English,"spacious,echoing,rich,vibrant,scary","haunting,loud,space",2014-05-13T14:05:33,foyBjcF3GMJlo6WpnYks,reverb,"0.0178,0.9800,-0.0065,12460.0000,9.1194",yes,UEVwcIrzc0f3GuhidUU4,plWFpFEdgrMXxjNj4g3M,4529334266101760,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",216,17.083,true,"spacious,echoing,rich,vibrant,scary",/static/audio/piano.mp3,headphones
4,53.915,"royal,impressive,church,static,louder,warm,mystical,clear,echo,far-away,muffled,fast,continuous,feed-back,none of the above",English,georgous,novgorod,2014-03-19T03:24:31,BebAdLAMqCqZBZjcfjYf,reverb,"0.0249,0.9700,-0.0081,22050.0000,4.7131",yes,11zxpbMvQGhAhMcGfGFJ,0v3fXXkZSn8iBpcDegeD,4529934219345920,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",32,39.799,true,gorgons,/static/audio/piano.mp3,headphones
4,18.698,"silent,lingering,hope,gloomy,echoed,distorted,low,shivering,elongated,less-detailed,chambered,church,fuzzy,melancholy,none of the above",English,valley,scary,2014-05-13T10:20:46,j3ybylQOq9k7lxJCfU67,reverb,"0.0449,0.9500,-0.0076,7051.0000,0.7807",yes,9M4A2D2CsaXuysUL38nj,aSguMsguf0f30vSesYWL,4530005354741760,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",193,26.62,true,valley,/static/audio/drums.mp3,standalone
3,31.809,"distant,cheap,clipped,odd,degraded,empty-stadium,magnify,high,arena,flattened,stadium,bigger,none of the above",English,"spacious,echo,ring","castle-halls,divine,echoed",2014-03-24T19:22:52,qu8G0nasNyebU2PdR5G5,reverb,"0.0319,0.8400,-0.0103,5402.0000,6.3978",yes,QN8vR4RLTQOOqOaQVfEP,RYNhz79Jl97qcaNWM6Wx,4530684764880896,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",175,21.146,true,"spacious,echo,ring",/static/audio/guitar.mp3,headphones
2,75.113,"guitar,far-away,fuzzy,twangy,stretched,orchestral,pleasant,muffled,clear,oceanic,smoother,echo,none of the above",English,"cold,kingdom,clear","big,upbeat,tone",2014-05-13T08:29:01,Cr7JVEzHdK1XkWx7T1jV,reverb,"0.0660,0.9300,-0.0096,22050.0000,0.6028",yes,SRybWxnxsseEdcHV3YB5,skrUCZIv7maCsXH4kPwd,4531200160956416,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",24,15.222,true,"cold,kingdom,clear",/static/audio/drums.mp3,standalone
3,2.312,"deep,lush,church-like,calm,ambient,under-water,fantastic,empty,meaningful,haunting,quiet,high-ceiling,muffled,none of the above",English,drum,"loud,big",2014-05-14T03:05:25,75NqPopFxsIIyT6Fep5d,reverb,"0.0580,0.9400,-0.0108,877.0000,32.5910",yes,VPu9iLnpLfopxnvyWd1a,sdOYaybza5qtxGZnGszS,4531293844930560,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",197,28.529,true,drum,/static/audio/drums.mp3,headphones
2,39.589,"deep,hurts,distant,stadium,extending,depth,raspy,entering,terrible,underwater,big,large,big-warm,none of the above",English,"bass,auditorium","surrounding,loud",2014-03-18T18:43:42,RBPYu1Jb7a2lltDY0TsF,reverb,"0.0810,0.8600,-0.0077,22050.0000,3.9449",yes,vmyFUI7PMjX3hhX677f3,H79vRYA2vxiih0mE7vAO,4531420278030336,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.45 Safari/537.36",248,15.405,true,"bass,auditorium",/static/audio/drums.mp3,headphones
4,34.58,"open,warm,far-away,mellow,spacey,tranquil,smooth,long,underwater,stifled,interstellar,none of the above",English,"muffled,deep","muffled,blanketed,muted,drown-out",2014-03-22T04:01:34,1aDURLKEpuFAbGcFDct6,reverb,"0.0597,0.7900,-0.0098,511.0000,6.4079",yes,3D3IagqX2PmtWSpvdn0b,mPUs8QFTtmrKFyPveFno,4531775686574080,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",154,17.157,true,"muffled,deep",/static/audio/drums.mp3,headphones
3,47.728,"covered,dull,deep,hidden,wavy,distant,long,less-clean,smooth,muted,next-door,watery,hard,none of the above",English,big-bass,hollow,2014-03-18T13:39:45,YJMXUdLSVhWY5ukneaDw,reverb,"0.0900,0.9000,-0.0096,378.0000,84.0380",yes,Zqr0iPYxHBWjW8i6Hs2R,903WAHUELIxwIEFNgjlh,4532451070181376,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.11 Safari/537.36",48,14.88,true,big-bass,/static/audio/drums.mp3,standalone
2,25.224,"march,welcoming,melancholic,loop,weakened,off-key,calm,soft,emotional,muffled,separated,melody,none of the above",English,"live,surronding","distanced,band,all-around",2014-05-13T14:13:54,6e3juQY581kWiiPHjIay,reverb,"0.0188,0.8000,-0.0088,4712.0000,37.8580",yes,LUbRBeG3yIh7zVp91k8c,9RCWHk73jemnN6atgBpH,4532633874726912,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",230,24.642,true,"live,surrounding",/static/audio/guitar.mp3,headphones
3,38.686,"lonely,musing,settle,low-beat,spunky,none of the above",English,"echo,loud,repeat,hall","dizzy,dreary",2014-03-18T01:04:46,o1YyJQtJfpGW7mGmHqo2,reverb,"0.0769,0.7300,-0.0112,22050.0000,1.5538",yes,eHNISdt5qXBfKcJSdEBw,HGliHVycIy8ZHMt5ItFX,4532833322270720,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",99,16.981,true,"echo,loud,repeat,hall",/static/audio/piano.mp3,headphones
4,16.255,"washy,terrifying,relaxing,can,anxious,ghostly,chanting,stringy,frightening,church,heavenly,folk,large,haunted,distorted",English,warm,none of the above,2014-05-13T11:09:33,xqVWyRSzCjT7OdwYiS55,reverb,"0.0719,0.8700,-0.0111,1044.0000,3.3078",yes,Gc0d2skauuSvFqEVF3Rw,8wLJaxLDZb1p9EWksKyN,4533490720702464,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",176,21.985,true,warm,/static/audio/piano.mp3,standalone
2,46.989,"tunnel,muddy,layered,echoing,echos,thick,small-room,distant,intense-loud,mufti-faceted,i,calming,none of the above",English,"softer,muted","relaxing,soft,mellow",2014-03-23T06:02:13,lmeZJobANJVzWKk9pBsH,reverb,"0.0300,0.7800,-0.0101,207.0000,63.7090",yes,FdarYh8YwtA5zZT0wjaF,7m1jVYQ9mpRLDEBF66Wm,4533777141334016,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",40,16.43,true,"softer,muted",/static/audio/piano.mp3,headphones
3,30.832,"irritated,rattling,negative,expansive,empty-auditorium,ringing,deep,reverberating,jittery,creating-echoes,happy,none of the above",English,"space,deep,underwater,muffled","churchly,echoing,muffled,echo",2014-03-24T18:47:41,HoVfASd3ZmlDW8v58ggU,reverb,"0.0378,0.9300,0.0035,1313.0000,1.6055",yes,Ulh7bwwTQZCvONqoFQvX,Xwo2swawh2vPUb9lXJhG,4534395616624640,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/33.0.1750.152 Chrome/33.0.1750.152 Safari/537.36",53,12.23,true,"space,deep,underwater,muffled",/static/audio/guitar.mp3,standalone
1,9.613,"touching,clanks,deep,love,moving,metallic,passion,none of the above",English,muted,"small,closed",2014-03-17T23:27:22,R0NQk3wHCSoSmZnMHTFo,reverb,"0.0100,0.7900,-0.0023,9711.0000,29.5540",yes,Ud93snGWYN4u2wAnrlUk,qhKs2pY5DXJxOxKRvwvt,4534894906572800,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",201,47.01,true,muted,/static/audio/drums.mp3,headphones
3,48.516,"high,enormous,muffled,barely,dry,low-tone,loving,country-folk,morning,muddy,chimu,distant,none of the above",English,high-pitched,"bass,big,strong",2014-05-13T13:14:00,ckJswqYgGgOy6BqMgrsc,reverb,"0.0778,0.8600,-0.0112,284.0000,29.0420",yes,Ldt9nN96ryg2AEA8H8x6,0EORGKj8Ojw4IsNUBD63,4535313934319616,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",198,19.823,true,high-pitched,/static/audio/drums.mp3,headphones
4,76.134,"distant,mechanical,metallic,shrill,echos,gloomy,robotic,event,spacious,warm,overcloud,dingy,none of the above",English,"loud,skinny,high,hawaiian","tingling,melodious,thin",2014-03-19T02:06:26,xq49KPJr0Ct4Bzn6cMRA,reverb,"0.0109,0.9500,-0.0081,22050.0000,9.7163",yes,8mjHn6eLhB7zSKcEt1gc,klgDFMDn7cHxTMajNyj4,4536265001140224,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",28,11.164,true,"loud,skinny,high,hawaiian",/static/audio/guitar.mp3,headphones
4,27.946,"metal,distorted,wide,soft,turn,heavy,booming,mode,strong,demonic,muddied,resonance,wet,unpleasant,none of the above",English,remember-olddays,inside,2014-05-13T10:22:25,QTsHakLYzNh3AmnRxF4I,reverb,"0.0568,0.9300,-0.0008,1356.0000,19.1800",yes,xAp0Z4mQK4jYZEbu38zR,mLifh0ud1trQ91bqUhab,4536354121711616,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",177,13.867,true,remember-holidays,/static/audio/guitar.mp3,headphones
4,8.844,"organ,wet,hall,soothing,watery,sweet,wide,crisp,marriage-reception,majestic,dulcet,beautiful,everywhere,spacious,none of the above",English,"distant,obscured,foggy,muddled",cloudy,2014-03-19T21:33:44,RQOU1r7zqRnr7k8NNvCg,reverb,"0.0819,0.9100,-0.0108,558.0000,73.1320",yes,1oubYRhH2mSJVtKXeCSf,6PALkGbKbuC1ubbmG2jr,4536750332444672,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",119,34.692,true,"distant,obscured,foggy,muddled",/static/audio/drums.mp3,headphones
0,33.511,"strong,thrilled,higher,grainy,interesting,rhythmic,sharper,crispy,crisp,soothing,twangy,alive,echoing,noise,circus",English,"slight,spacious",none of the above,2014-03-22T21:18:31,djyp4Sjt3cBIMyHEhUOw,reverb,"0.0290,0.8400,-0.0053,18800.0000,1.0311",yes,tkbuzlt2Aa3SSTooWJjl,LzqbNybdT8uHdms34Ukf,4536929647329280,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",123,29.668,true,"slight,spacious",/static/audio/drums.mp3,headphones
